timestamp_utc,source,oid,name,event
2021-05-18 07:16:04 UTC,$SI,,test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_backup_mike_407434.log,Created
2021-05-18 07:16:04 UTC,$SI,,test2/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_backup_mike_407434.log,Created
2021-07-21 07:48:20 UTC,$SI,,testintegrity/dir_gamma_404999/dir_whiskey_550421/dir_sierra_463915/dir_yankee_672946/xbpt_cache_foxtrot_199130.bin,Created
2021-07-21 07:48:20 UTC,$SI,,testintegrity/xbpt_foxtrot_kilo_188200.bin,Created
2021-07-21 07:48:20 UTC,$SI,,testintegrity/xbpt_hardlink_quebec_884679.bin,Created
2021-08-06 07:40:34 UTC,$SI,,testspecials/dir_echo_260113/xbpt_lima_audit_873256.log,Created
2021-08-06 07:40:34 UTC,$SI,,testspecials/dir_echo_260113/xbpt_lima_audit_873256.log,Modified
2021-08-06 07:40:34 UTC,$SI,,testspecials/dir_echo_260113/xbpt_lima_audit_873256.log,Accessed
2021-09-26 07:16:24 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_delta_cache_147912.bin,Created
2021-09-26 07:16:24 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_delta_cache_147912.bin,Created
2021-09-29 07:16:41 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_report_audit_396522.txt,Created
2021-09-29 07:16:41 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_report_audit_396522.txt,Created
2021-10-04 07:16:49 UTC,$SI,,test/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Created
2021-10-04 07:16:49 UTC,$SI,,test/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Modified
2021-10-04 07:16:49 UTC,$SI,,test/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Accessed
2021-10-04 07:16:49 UTC,$SI,,test2/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Created
2021-10-04 07:16:49 UTC,$SI,,test2/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Modified
2021-10-04 07:16:49 UTC,$SI,,test2/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp,Accessed
2021-10-14 07:17:10 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Created
2021-10-14 07:17:10 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Modified
2021-10-14 07:17:10 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Accessed
2021-10-14 07:17:10 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Created
2021-10-14 07:17:10 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Modified
2021-10-14 07:17:10 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini,Accessed
2021-10-15 07:17:19 UTC,$SI,,test/xbpt_config_log_982725.bin,Created
2021-10-15 07:17:19 UTC,$SI,,test/xbpt_config_log_982725.bin,Modified
2021-10-15 07:17:19 UTC,$SI,,test/xbpt_config_log_982725.bin,Accessed
2021-10-15 07:17:19 UTC,$SI,,test2/xbpt_config_log_982725.bin,Created
2021-10-15 07:17:19 UTC,$SI,,test2/xbpt_config_log_982725.bin,Modified
2021-10-15 07:17:19 UTC,$SI,,test2/xbpt_config_log_982725.bin,Accessed
2021-10-19 07:16:21 UTC,$SI,,test/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_trace_gamma_651618.dat,Modified
2021-10-19 07:16:21 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Created
2021-10-19 07:16:21 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Modified
2021-10-19 07:16:21 UTC,$SI,,test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Accessed
2021-10-19 07:16:21 UTC,$SI,,test2/elvis_dir_papa_805353/elvis_dir_november_478580/xbpt_trace_gamma_651618.dat,Modified
2021-10-19 07:16:21 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Created
2021-10-19 07:16:21 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Modified
2021-10-19 07:16:21 UTC,$SI,,test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264/xbpt_audit_config_255291.dat,Accessed
2021-11-15 07:39:56 UTC,$SI,,testspecials/dir_mike_420327/xbpt_hardlink_draft_104643.dat,Created
2021-11-15 07:39:56 UTC,$SI,,testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_zulu_992329/xbpt_hardlink_whiskey_429484.dat,Created
2021-11-15 07:39:56 UTC,$SI,,testspecials/xbpt_uniform_beta_276130.dat,Created
